prompt_short,n,band_mean,band_std,word_count_mean,prompt_overlap_mean
"some people believe that time spent on televison, video and computer games can be valuavle for chidren. Others believe t",1,6.0,,280.0,0.4444444444444444
"some people believe that to prevent illness and disease, governments should focus more on reducing environmental polluti",1,5.5,,296.0,0.6428571428571429
some people belive that eventually all jobs will be done by artificially intelligent robots. what is your opinion,1,6.5,,291.0,0.7777777777777778
"some people belive that professionals such as doctors and engineers , should be required to work in the country where th",1,3.0,,248.0,0.7647058823529411
"some people claim that many things that children were taught at school are a waste of time, while other argue that every",1,7.5,,312.0,0.5294117647058824
"A country's future depend on its young people. Therefore, it is often argued that government should invest heavily in it",1,8.0,,277.0,0.6428571428571429
"A few languages are increasingly spoken in different countries, while the use of others is rapidly declining. Is it a po",1,7.0,,293.0,0.5454545454545454
A lot of old people are suffering from lonliness these days. They also lack physical fitness. What do you think are the ,1,4.0,,333.0,0.46153846153846156
"A lot of places in the world rely on tourism as a main source of income. Unfortunately, tourism can also be a source of ",1,9.0,,279.0,0.7333333333333333
ANSWER. Some people believe that teenagers should be required to do unpaid community work in their free time. This can b,1,5.5,,225.0,0.13333333333333333
"Accommodation and transport problems are increasing in many large cities, and as a solution, businesses are being encour",1,6.0,,399.0,0.3125
"Across the world, local shops are closing due to losing customers to online competitors. What problems does this produce",1,9.0,,253.0,0.5714285714285714
Advances in technology have meant that machines are increasingly used to jobs that were previously done by humans the be,1,3.0,,247.0,0.15384615384615385
"43.In some countries, more and more people are becoming interested in finding out about the history of the house or buil",1,4.5,,263.0,0.5454545454545454
46.Many people use social media every day to get in touch with other people and be aware of news events. Do you think th,1,8.0,,294.0,0.6153846153846154
56.Some people say that advertising has positive economic effects. Others think it has negative social effects because i,1,6.5,,393.0,0.625
67.Some people say that governments should focus on reducing environmental pollution and housing problems to help people,1,6.5,,270.0,0.3333333333333333
"8. Schools should focus on academic success and passing examinations. Skills such as cookery, dressmaking and woodwork s",1,6.5,,254.0,0.2631578947368421
8.Some people claim many things that children are taught at school are a waste of of time. Other people argue that every,1,7.5,,334.0,0.625
; Some people think that one of the best ways to solve environmental problems is to increase the cost of fuels for cars ,1,4.0,,289.0,0.5333333333333333
"A country should spend money on skills training or vocational training for practical work, rather than on university edu",1,9.0,,296.0,0.5714285714285714
"some people believe that studying at university or college ist the best route to a succesful career, while others believ",1,6.0,,341.0,0.42105263157894735
some people believe that technology has make our lives more convenient while others argue that it has negetive effects o,1,4.0,,212.0,0.4375
some people believe that teenagers should be required to do unpaid communuty work in their free time. This can benefit t,1,3.0,,328.0,0.7333333333333333
"3. Some people think that employers should not care about the way their employees dress, because what matters is the qua",1,6.0,,256.0,0.5833333333333334
3. The only way to improve road safety is to give much stricter punishments on driving offenses. To what extent do you a,1,5.5,,297.0,0.6666666666666666
4) Some people think that it is a good idea to give children a small amount of money each week to spend on what they wou,1,6.0,,275.0,0.6666666666666666
4. Some people think that all teenagers should be required to do unpaid work in their free time to help the local commun,1,6.0,,274.0,0.6
40.Some human activities have negative effects on plant and animal species. Some people think it is too late to do anyth,1,6.5,,386.0,0.6363636363636364
People nowsday tend to have children in older age . Do the advantages outweigh the disadvantages.,1,4.0,,279.0,0.375
People nowsday tend to have children in older age. Do the advantages outweigh the disadvantages.,1,4.5,,282.0,0.25
People nowsday tends to have children at older ages. Do the advantages of this outweigh the disadvantages.,1,3.0,,276.0,0.3333333333333333
"People often think about creating an ideal society, but most of the times fail in making this happen. What is your opini",1,7.0,,301.0,0.3333333333333333
People should follow the custom and tradition when people start to live in a new country. To what extent do you agree or,1,5.5,,430.0,0.7
"People should follow the local customs and traditions, when they come to live in a new country. To what extent do you ag",1,9.0,,327.0,0.6363636363636364
"People should look after their health for personal benefits, rather than a duty for a society. What extent do you agree ",1,8.0,,346.0,0.36363636363636365
People should only buy food sourced locally. What are the advantages and disadvantages of this?,1,4.0,,248.0,0.5
People nowadays tends to have children at old ages. Do the advantages of this outweigh the disadvantage.,1,6.0,,283.0,0.5
People nowadays tends to have children at older age. Do the advantages of this outweigh the disadvantages?,1,7.0,,337.0,0.75
People nowadays tends to have children at older ages Do advantage of this outweigh the disadvantages,1,5.5,,397.0,0.6666666666666666
People nowadays tends to have children at older ages Do the advantage of this outweighs the disadvantage,1,6.0,,430.0,0.4444444444444444
People nowadays tends to have children at older ages Do the advantages of this outweigh the disadvantage,1,6.0,,355.0,0.4444444444444444
People nowadays tends to have children at older ages. Do the advantage outweighs the disadvantages.,1,7.0,,313.0,0.2222222222222222
People nowadays tends to have children at older ages. Do the advantages of this outweighs the disadvantages.,1,6.0,,366.0,0.3333333333333333
People nowadays tends to have children at older ages. Does the advantages outweighs the disadvantages?,1,4.0,,317.0,0.5555555555555556
People nowadays tend to have children at older ages. Do the advantages of this outweighs the disadvantages.,1,6.5,,308.0,0.3333333333333333
People nowadays tend to have children at older ages. Do the advantages of this outweighs the disadvantages?,1,7.0,,314.0,0.5555555555555556
People nowadays tend to have children at older ages. Do the advantages outweigh the disadvantages,1,4.0,,312.0,0.2222222222222222
People nowadays tend to have children at older ages. Do the advantages outweigh the disadvantages.,1,6.0,,341.0,0.6666666666666666
People nowadays tend to have children at older ages. Do the advantages outweigh the disadvantages?,1,6.5,,403.0,0.6666666666666666
People nowadays tend to have children at older ages. Do the advantages to this outweigh the disadvantages,1,5.5,,255.0,0.4444444444444444
People nowadays tend to have children at older ages. Do the avantages outweigh the disadvantages.,1,6.5,,340.0,0.5555555555555556
People nowadays tend to have children at older ages.. Do the advantages of this outweigh the disadvantages,1,6.0,,287.0,0.3333333333333333
People nowadays tend to have children at older age. Do the advantages of this outweigh the disadvantages,1,3.5,,294.0,0.625
People nowadays tend to have children at older ages Do the advantages of this outweigh the disadvantages?,1,4.0,,418.0,0.3333333333333333
People nowadays tend to have children at older ages Do the advantages of this outweighs the disadvantages?,1,6.5,,344.0,0.3333333333333333
People nowadays tend to have children at older ages Do the advantages outweighs the disadvantages,1,4.0,,392.0,0.6666666666666666
People nowadays tend to have children at older ages. Do the advantage of this outweigh the disadvantages?,1,4.0,,254.0,0.2222222222222222
People nowadays tend to have children at older ages. Do the advantages of this outweigh the disadvantages ?,1,4.0,,316.0,0.8888888888888888
People nowadays tend to have children at older ages. Do the advantages of this outweigh the disadvantages advantages .,1,6.5,,361.0,0.4444444444444444
People nowadays tend to have children at older ages. Do the advantages of this outweighs the disadvantages ?,1,6.0,,287.0,0.4444444444444444
People today generall have better lives than people in the past did. To what extent do you agree or disagree?,1,8.0,,282.0,0.5555555555555556
People today move to new cities or new countries more than ever before. What challenges do they experience? What strateg,1,4.0,,377.0,0.1
People use social media to keep in touch with friends and news. Advantages and disadvantages?,1,7.0,,410.0,0.7777777777777778
People who start a university course but do not complete it should be fined. Do you agree or disagree?,1,8.0,,263.0,0.5
"People who travel to another country to live, work or study for a period of time often suffer badly from homesickness. W",1,9.0,,318.0,0.7058823529411765
"People, nowadays tend to have children at older ages. Do the advantages of the outweighs the disadvantage?",1,7.0,,473.0,0.8888888888888888
"People, nowadays tend to have children at older ages. Do the advantages of this outweigh the disadvantages?",1,6.5,,471.0,0.7777777777777778
Plastic containers have become more prevalent than ever. They are used in many businesses such as in the food and bevera,1,7.0,,298.0,0.7333333333333333
Overfishing of the world’s oceans threatens many species with extinction and puts the livelihoods of millions of people ,1,7.5,,297.0,0.34615384615384615
Parents should encourage children spend less time in studying and more in doing physical activities. To what extent do y,1,6.0,,252.0,0.6666666666666666
Parents should set punishments in some ways if their children break the law. To what extent do you agree or disagree?,1,7.5,,284.0,0.5
People are consuming more and more sugar-based drinks. Why? What can be done to reduce sugary drink consumption?,1,9.0,,266.0,0.7
People are living longer after they retire. What are the problems? What can be done to solve these problems?,1,9.0,,293.0,0.7142857142857143
"People have different expectations for jobs, Some people prefer to do the same job for the company whereas others prefer",1,3.0,,239.0,0.42857142857142855
People think that government should increase the cost of fuel for cars and others vehicles to solve environmental proble,1,6.5,,253.0,0.5714285714285714
People today find their lives more and more dominated by their jobs. To what extent do you agree or disagree with this s,1,9.0,,308.0,0.3333333333333333
Online education is becoming increasingly popular. What are the advantages and disadvantages of this trend?,1,4.0,,311.0,0.5
Online education is becoming more popular than traditional classroom learning. Do the advantages outweigh the disadvanta,1,3.0,,237.0,0.5
Online education is better than traditional classroom learning.,1,4.0,,328.0,0.6666666666666666
Online shopping is increasing dramatically. How could this trend affect our environment and the kinks of jobs required?,1,7.0,,300.0,0.5454545454545454
Only 20% Tech jobs are held by women. What problems do women face that prevent them from getting these jobs and what mus,1,7.5,,289.0,0.25
Organized tour to remote areas and community is increasingly popular. Is it a positive or negative development for the l,1,8.0,,306.0,0.5
"Over the last few decades, the media has promoted the image of young thin women as being ideal. What problems has this c",1,4.0,,306.0,0.7142857142857143
"Overcrowded classrooms can hinder the teaching and learning process, affecting both teachers and students. Explore the c",1,8.5,,262.0,0.4090909090909091
People sleep less than they used to in the past. What do you think is the reason behind this? What are the effects on th,1,4.0,,222.0,0.5555555555555556
People think that children nowadays have more freedom. To what extent do you agree or disagree?,1,8.0,,328.0,0.375
People think that countries should produce foods that their population eats and import less food as much as possible. To,1,7.0,,255.0,0.5333333333333333
People think that government should increase the cost of fuel for cars and other vehicles to solve the environmental pro,1,6.5,,322.0,0.5384615384615384
One of the consequences of improved medical care is that people are living longer and life expectancy is increasing. Do ,1,7.5,,269.0,0.6666666666666666
One of the consequences of improved medical care is that people live longer and life expectancy increases. Do you think ,1,3.0,,236.0,0.42857142857142855
One of the consequences of improved technology is that many jobs that used to be done by people can know be completed by,1,6.5,,329.0,0.5294117647058824
One of the consequences of the improved medical care is that people are living longer and life expentancy is increasing.,1,8.0,,312.0,0.6
School children are becoming far too dependent on computers. This is having an alarming effect on reading and writing sk,1,7.5,,306.0,0.6818181818181818
"Schools are no longer necessary, because children can get so much information available through Internet, and they can s",1,9.0,,262.0,0.5714285714285714
"Schools should focus on academic success and passing examinations . skills such as cookery , dressmaking and woodwork sh",1,7.5,,307.0,0.8947368421052632
"Schools should focus on academic success and passing examinations. Skills such ad cookery, dressmaking and woodwork shou",1,3.5,,345.0,0.8947368421052632
Science is very important in the 21st century. How do you think it could be made more appealing to young people?,1,4.0,,232.0,0.4444444444444444
Scientific research should be carried out and controlled by private companies rather than governments. Do the advantages,1,9.0,,277.0,0.6666666666666666
Scientists agree that many people eat too much junk food and it is damaging their health. Some people think that this pr,1,8.0,,285.0,0.38095238095238093
Scientists believe that the world is in danger due to environmental changes. Some people say that personal lifestyle cha,1,8.0,,298.0,0.5909090909090909
Restoration of old buildings involves enormous expenditure. Some people believe that this money should be used to build ,1,3.0,,211.0,0.5625
"Rich countries should not employ skilled labour from poor countries, as poor countries need the workers more. To what ex",1,8.0,,289.0,0.7272727272727273
Rich countries should not give jobs to skilled workers (for example doctors and engineers )of poor countries as they are,1,8.0,,304.0,0.4117647058823529
Robots and artificial intelligent are being developed to replace human in the workplace. Why is this happening? Do you t,1,8.0,,302.0,0.4166666666666667
SOME PEOPLE BELIEVE THAT EVENTUALLY ALL JOBS WILL BE DONE BY ARTIFICIALLY INTELLIGENT(A.I) ROBOTS.,1,3.0,,237.0,0.5
SOME PEOPLE BELIEVE THAT PURCHADING OMPORTES ARGRICULTURAL PRODICTS HAS A POSITIVE EFFECT. Others think consuming domest,1,7.0,,265.0,0.2222222222222222
SOME PEOPLE THINK THAT HEALTHCARE SHOULD BE FREE FOR EVERYONE .OTHER THINK THAT PEOPLE SHOULD PAY FOR THEIR MEDICAL COST,1,4.0,,318.0,0.5454545454545454
SOME PEOPLE USE SOCIAL MEDIA TO KEEP IN TOUCH WITH OTHER PEOPLE AND NEWS EVENT. DO YOU THINK THE ADVANTAGES OF THIS TECH,1,6.0,,276.0,0.5833333333333334
"Q. In some countries, celebrities complain about the way the media publicizes their private lives. Some people say that ",1,6.5,,385.0,0.6153846153846154
Question: It is more important to spend public money on promoting a healthy lifestyle in order to prevent illness than t,1,8.0,,304.0,0.23529411764705882
Question: Many people believe that the current system of both teachers and students in the classroom will no longer exis,1,4.0,,281.0,0.4
"Recent years, the number of crimes committed by young people in major cities throughout the world is increasing. Give re",1,4.0,,281.0,0.3125
Research indicates that nowadays some consumers are much less influenced by advertising than in the past. What do you th,1,3.5,,254.0,0.5
Research into new types of medicine and treatments are essential for improving health and deal- ing with diseases. Who d,1,7.0,,311.0,0.625
Research says more and more business training and business meeting are taking place online. Do the advantages outweigh t,1,8.0,,262.0,0.7272727272727273
"Research shows that business meetings, discussions and training are happening online nowadays. Do the advantages outweig",1,9.0,,287.0,0.5833333333333334
Popular events like the football world cup and other international sporting occasions are essential in easing internatio,1,7.0,,233.0,0.5263157894736842
Popular hobbies and interests change over time and are more a reflection of trends and fashions than an indication of wh,1,9.0,,263.0,0.3
"Present a written argument or case to an educated non-specialist audience on the following topic:In the past, sporting c",1,6.5,,337.0,0.2619047619047619
Present a written argument or case to an educated reader with no specialist knowledge of the following topic: Some peopl,1,3.5,,311.0,0.3076923076923077
"Prevetion is better than cure"" Researching and treating diseases is too costly so it would be better to invest in preven",1,4.0,,278.0,0.6153846153846154
Problems with environmental pollution have become so serious that many countries are trying to solve these problems. giv,1,5.5,,231.0,0.75
Professional sportsmen and sportswomen and professional entertainers can often command enormous salaries today and this ,1,9.0,,322.0,0.42857142857142855
Providing a national system in a country where the unemployed receive a regular payment only encourages people not to se,1,9.0,,380.0,0.3870967741935484
Scientists should stop using animals as experiments . Discuss both views,1,8.0,,346.0,0.7142857142857143
Scientists tell us some activities are good for health and others are bad. Despite knowing that millions of people conti,1,7.0,,357.0,0.35714285714285715
"Scientists tell us some activities are good for health, and others are bad. Despite knowing that millions of people cont",1,8.5,,296.0,0.35714285714285715
"Shopping is becoming more and more popular as a leisure activity. However, some people feel that this has both positive ",1,8.0,,313.0,0.7333333333333333
Shops should not be allowed to sell any food or drinks that have been scientifically to be bad for people's health. To w,1,4.0,,250.0,0.2727272727272727
"Should a city try to preserve its old, historic buildings or destroy them and replace them with modern buildings? Use sp",1,9.0,,276.0,0.5
Should employers pay more attention to personal qualities rather than qualifications?,1,8.0,,374.0,1.0
"Should marketing in companies which produce consumer goods, like food and clothing, place emphasis on the reputation of ",1,6.5,,281.0,0.9444444444444444
"Nowadays, the most important task is the protection of the environment for future generations. To what extent do you agr",1,7.5,,281.0,0.4
"Nowadays, when popular consumer products sell well, it is not because of societal requirements but because of adversitin",1,7.5,,290.0,0.46153846153846156
"Nowadays,many people choose to be self employed rather than work for a company or organization. Why might this be the ca",1,4.0,,264.0,0.7857142857142857
Nowadays. More and more people decide to have children in their later life .what do you think are for this reasons. Do t,1,3.0,,327.0,0.6666666666666666
Nowadys celebrities are more famous for their glamour and wealth than for their achivements and this sets a bad example ,1,6.5,,299.0,0.5714285714285714
"Nowdays , many people use social media to keep in touch with others and be aware of news, do you think the advantages of",1,6.0,,269.0,0.8666666666666667
"Obesity has been found to be a serious health hazard over the world, over the past few decades. What are the causes behi",1,8.0,,290.0,0.35714285714285715
Scientists have been warning for many years about protecting the environment and that we should limit the use of energy ,1,4.0,,237.0,0.35294117647058826
"Nowadays, more people move away from their friends and families for work. Do advantages outweigh the disadvantages?",1,8.0,,291.0,0.7
"Nowadays, most information is available online, whereas in the past knowledge was used to be stored in books and on pape",1,4.0,,267.0,0.3125
"Nowadays, online shopping becomes more popular than in-store shopping. Discuss the positive and negative aspects of onli",1,8.0,,327.0,0.6153846153846154
"Nowadays, people believe that governments should invest taxpayers’ money in healthcare, while others believe that money ",1,8.0,,273.0,0.5
"Nowadays, people have little awareness of the importance of the natural world. What are the reasons and how can people l",1,7.0,,344.0,0.6666666666666666
"Nowadays, people use social media to keep in touch with others and be aware of the news. Do the advantages of this outwe",1,7.5,,431.0,0.5
"Nowadays, some employers think that formal academic qualifications are more important than life experience or personal q",1,7.0,,303.0,0.6470588235294118
"Nowadays, sports is a big business with high earnings for professional sports people and companies involved both financi",1,9.0,,312.0,0.6428571428571429
"Nowadays, many jobs seekers are finding jobs that force them to move far from their family and friends. Is it a positive",1,8.5,,313.0,0.46153846153846156
"Nowadays, many people in cities live in large apartment blocks. Does this kind of accommodation have more advantages or ",1,4.0,,295.0,0.8333333333333334
"Nowadays, many people use social media every day to keep in touch with others and news events. Do you think the advantag",1,6.0,,288.0,0.6
"Nowadays, more and more jobs and task are done by machines which involve hard physical work. Do these effects of this tr",1,6.5,,266.0,0.3076923076923077
"Nowadays, more and more jobs and tasks are done by machines which involve hard physical work. Do these positive effects ",1,7.0,,268.0,0.5714285714285714
"Nowadays, more and more jobs and tasks which involve hard physical work are done by machines. Do the positive effects of",1,7.0,,301.0,0.42857142857142855
"Nowadays, more and more people decide to have children later in their life. What are the reasons Do the advantages of th",1,6.0,,296.0,0.7
"Nowadays, more and more people decided to have a children at later age what do you think major reason for this do advant",1,5.5,,313.0,0.5454545454545454
Some children spend hours everyday on their smartphones. Why is this the case ? Do you think this is a positive or negat,1,6.5,,355.0,0.5
Some cities create housing for their growing population by providing taller buildings. Other cities create housing by bu,1,9.0,,295.0,0.7142857142857143
"Some companies sponsor sport and sports stars as a way to advertise themselves. Some people think it is good, while othe",1,9.0,,303.0,0.3333333333333333
"Some consumers are increasingly choosing to buy goods that are produced in their local area, rather than imported goods.",1,8.0,,248.0,0.6923076923076923
Some countries achieve international sporting success by building specialised facilities to train top athletes instead o,1,4.0,,348.0,0.2777777777777778
"Some countries have high unemployment rate, so some people think that children should only go to primary school, not hig",1,7.5,,273.0,0.4
Nowadays more and more people have to compete with young people for the same jobs. What problems does this cause and wha,1,3.0,,246.0,0.3333333333333333
"Nowadays more and more people want to get things done instantly (Services, information, tasks). Why is this? Do you thin",1,3.0,,306.0,0.6153846153846154
"Some believe that is good to share as much information as possible in scientific research, business and the academic wor",1,7.5,,318.0,0.5
"Some believe that people should make efforts to fight climate change, while others think it is better to learn to live w",1,6.0,,303.0,0.4375
"Some believe the government should take care of retirees, while others think everyone should save for their own retireme",1,8.0,,516.0,0.8181818181818182
"Some believed that in many countries, the investment of public money in atrs can be justified. Others think that the gov",1,3.5,,318.0,0.3684210526315789
Some celebrities are famous because of their wealth and glamour. Some people believe that they can set a bad example for,1,8.0,,309.0,0.7
Some children nowadays take sports seriously while others play sports in their free time. Is it positive or negative dev,1,6.0,,343.0,0.25
Some children spend hours every day on their smartphones. Why is this the case? Do you think this a positive or a negati,1,4.0,,443.0,0.5
Some children spend hours every day on their smartphones. Why is this the case? Is this a positive or negative devlopmen,1,5.5,,477.0,0.4444444444444444
Solving environmental problems should be the responsibility of one international organization rather than the responsibi,1,6.0,,378.0,0.6666666666666666
"Som people believe that it is best to accept a bad situation, such as an unsatisfactory job or shortage of money. Other ",1,3.0,,208.0,0.6875
Some People Think That The Teenagers Should Be Required To Do Unpaid Work In Their Free Time To Help The Local Community,1,4.0,,288.0,0.5
"Some People think that men museums should be enjoyable places to entertain Poople, while others belive that the purpose ",1,3.5,,273.0,0.4
Some argue that economic progress and environmental sustainability are mutually exclusive. Discuss both viewpoints and e,1,8.0,,285.0,0.45454545454545453
Some believe technology has made our live too complex and the solution is to lead a smipler life without technology . To,1,3.5,,292.0,0.6923076923076923
Some believe that children should start school after the age of 7 while others think that school should begin from a ver,1,3.0,,146.0,0.0
Some believe that children who fail in school will have limited futures. Do you agree or disagree?,1,5.5,,356.0,0.625
Should students and teachers be friends on Facebook?,1,3.0,,198.0,1.0
"Since money for postgraduate research is limited, some people think financial support from the government should be only",1,6.0,,306.0,0.3684210526315789
"Smokers have rights too, so they should be allowed to smoke in public places. To what extend do you agree or disagree wi",1,4.0,,272.0,0.8
Smoking can cause serious illnesses and should be made illegal. To what extent do you agree?,1,8.0,,277.0,0.375
"Smoking is a major cause of serious illness and death throughout the world today. In the interest of public health, gove",1,8.0,,280.0,0.7222222222222222
"Social media has taken over the entire world, with even the remotest area having an access to internet and social networ",1,3.0,,248.0,0.28
Society is based on rules and laws. It could not function if individuals were free to do whatever they wanted to do. To ,1,9.0,,271.0,0.75
Solving environment problems should be the responsibility of an international organization rather than each national gov,1,8.0,,283.0,0.7272727272727273
Some experts believe that it is better for children to begin learning a foreign language at primary school rather than s,1,8.0,,298.0,0.8
Some experts suggest people a method to solve the environmental problem is to increase the cost of fuel and all vehicles,1,7.0,,377.0,0.5294117647058824
Some feel that individuals should have the right to strike in all jobs while others feel there are exceptions. Discuss b,1,8.0,,298.0,0.5454545454545454
Some feel that it is impossible for a country to be economically progressive and environmentally friendly at the same ti,1,8.5,,265.0,0.2
Some human activities have negative effects on plant and animal species. Some people think it is too late to do anything,1,7.0,,314.0,0.45454545454545453
Some human activities have negative effects on plants and animal species. Some people think it is too late to do anythin,1,7.0,,360.0,0.34782608695652173
Some of the methods used in advertising are unethical and unacceptable in today’s society. To what extent do you agree w,1,8.0,,297.0,0.6
"Some parents encourage young people to leave home while others think they should stay with the family, discuss and give ",1,8.0,,418.0,1.0
"Nowadays, it is not only large companies that are able to make films as digital technology enables anyone to produce fil",1,9.0,,335.0,0.8
Some countries more and more people are becoming interested in finding out about the history of the house or building th,1,7.0,,282.0,0.6363636363636364
"Some countries, online shopping is replacing shopping in stores. Do you think it is a positive or negative development? ",1,3.0,,212.0,0.11764705882352941
Some employers are giving increased importance to employing people with good social skills in addition to good qualifica,1,7.5,,266.0,0.5625
Some employers believe that job applicants' social skills are more important than their academic qualifications.,1,5.5,,264.0,0.625
Some employers believe that job applicants' social skills are more important than their academic qualifications. Do you ,1,6.5,,264.0,0.45454545454545453
Some employers reward members of staff for their exceptional contributions to the company by giving them extra money. Th,1,9.0,,275.0,0.6153846153846154
"Some expert believe that when a country is already rich , any addional increase in economic wealth does not make its cit",1,2.5,,237.0,0.6
"Nowadays, a growing number of people with health problems are trying alternative medicines and treatments instead of vis",1,6.5,,296.0,0.7222222222222222
"Nowadays, a growing number of peoples with health problems are trying alternative medicines and treatments instead of vi",1,8.0,,272.0,0.5555555555555556
"Nowadays, celebrities are more famous for their glamour and wealth than for their achievement and this sets a bad exampl",1,6.5,,345.0,0.5384615384615384
"Nowadays, celebrities are more famous for their glamour and wealth than for their achievements and this sets a bad examp",1,3.5,,264.0,0.5
"Nowadays, celebrities are more famous for their glamour and wealth than their achievements, and this sets a bad example ",1,6.0,,253.0,0.7142857142857143
"Nowadays, in many countries, more and more people choose to buy imported food rather than local food. What are the cause",1,7.0,,294.0,0.3333333333333333
"Nowadays, international tourism is the biggest industry in the world. Unfortunately, international tourism creates tensi",1,9.0,,260.0,0.5555555555555556
"Nowadays, international tourism is the biggest industry in the world. Unfortunately, international tourism has created t",1,8.0,,278.0,0.42105263157894735
Nowadays parents put too much pressure on their children to succeed. What is the reason for doing this? Enhance future l,1,8.0,,285.0,0.42857142857142855
"Nowadays people waste a lot of food, why is this happening and how to reduce waste?",1,8.0,,411.0,0.8333333333333334
"Nowadays technology is increasingly being used to monitor what people are saying and doing (for example, through cellpho",1,7.5,,271.0,0.4090909090909091
"Nowadays that many women have full time jobs, it is logical to share the housework evenly between men and women (agree/d",1,8.0,,421.0,1.0
Nowadays the number of students who migrate abroad for higher education has been significantly increased. Mention advant,1,4.0,,300.0,0.4166666666666667
Nowadays we are producing more and more rubbish(garbage). Why do you think this is happening? what can government do to ,1,7.5,,342.0,0.18181818181818182
Nowadays young people spend too much of their free time in shopping malls. Some people fear that this may have negative ,1,8.0,,297.0,0.6470588235294118
"Nowadays, More And More People Decide To Have Children Later In Their Life. What Are The Reasons? Do Advantages Of This ",1,6.5,,278.0,0.6
Some people argue that government should make laws regarding people's nutrition and food choices to improve public healt,1,4.0,,242.0,0.391304347826087
"Some people argue that individuals should be held responsible for their poor health, while others believe that the gover",1,5.0,,329.0,0.5416666666666666
"Some people argue that individuals should take responsibility for their own health and wellbeing, while others believe i",1,5.0,,275.0,0.52
"Some people argue that technological advancements have led to a significant reduction in the need for human labor, while",1,5.0,,325.0,0.16666666666666666
"Some people argue that technological advancements have led to the loss of traditional values and cultural practices, whi",1,5.0,,270.0,0.2222222222222222
Some people argue that the most effective way to improve public health is to increase the number of sports facilities. O,1,8.0,,287.0,0.5714285714285714
Some people argue that we should do research into their family history. Others agree with the view that we should focus ,1,8.5,,282.0,0.6111111111111112
Some people beleive that eventually all jobs will be done by artifical robots. What is your opinion?,1,5.5,,255.0,0.625
Nowadays it's possible for people to buy many products or pay for treatments that help them to look younger. Is this a g,1,5.5,,255.0,0.75
"Nowadays many people choose ready-made food and refuse to cook at home, why and what are the advantages/disadvantages?",1,8.0,,434.0,1.0
Nowadays many people have access to computers and large number of children enjoy playing video games. What are the advan,1,8.0,,279.0,0.35714285714285715
"Nowadays many schools find it profitable to sell unhealthy food to student, do you agree or disagree?",1,5.5,,268.0,0.5454545454545454
"Nowadays many teenagers have a celebrity who they follow as a role model. Some people think this is not a good idea, bec",1,8.0,,261.0,0.4375
Nowadays many young people are drawn towards dangerous sports. What makes them so attractive? What measures should be ta,1,4.0,,317.0,0.3333333333333333
"Some people argue that because the internet makes it so easy for children to access facts, schools should not focus on t",1,6.5,,278.0,0.42105263157894735
Some people argue that being highly qualified is the only way to ensure high paying jobs while other believe that having,1,5.5,,295.0,0.5882352941176471
"Nowadays celebrities are more famous for their glamour and wealth than their achievements, and this sets a bad example t",1,6.0,,277.0,0.38461538461538464
Nowadays celebrities are more famous for their glamour and wealth that for their achievements and this sets a bad exampl,1,8.0,,313.0,0.46153846153846156
"Nowadays celebrities are more famous for their glamour and wealth then for their achievements, and this sets a bed examp",1,7.0,,265.0,0.42857142857142855
"Nowadays celebrities are more famous their glamour and wealth than their achievements, and this sets a bad example to yo",1,3.5,,241.0,0.46153846153846156
"Nowadays environmental problems are too big to be managed by individual persons or individual countries. In other words,",1,9.0,,292.0,0.38461538461538464
Nowadays families are not as close as in the past and a lot of people have become used to this. Why is this happening ? ,1,8.0,,268.0,0.5833333333333334
Nowadays in many countries more and more people are spending their time away from their families. Why is this? What are ,1,8.0,,316.0,0.4444444444444444
Nowadays in many countries most shops and products are the same. Some people feel this is a positive development. While ,1,7.5,,290.0,0.4666666666666667
Some parents give their children everything that their children ask for or allow them to dowhatever they want to do. Is ,1,4.0,,318.0,0.6666666666666666
Some parents want their children to read only serious educational books at all times. They don't want their children to ,1,8.0,,276.0,0.5625
Some peole think that parents should read or tell stories to their children. Others think parents needn't do that as chi,1,7.0,,342.0,0.3125
Some people argue job satisfaction is more important than job security. Others believe a permanent job is more important,1,7.0,,333.0,0.5
Nowadays celebrities are more famous for their glamour and wealth rather than for their achievements and this sets a bad,1,6.0,,251.0,0.42857142857142855
"Nowadays celebrities are more famous for their glamour and wealth rather than their achievements, and this sets a bad ex",1,6.5,,290.0,0.7857142857142857
"Nowadays celebrities are more famous for their glamour and wealth than for their achievements , and this sets a bad exam",1,6.0,,306.0,0.35714285714285715
Nowadays celebrities are more famous for their glamour and wealth than for their achivements and this set bad example to,1,7.5,,294.0,0.6666666666666666
Nowadays a large amount of advertising aimed at children should be banned be cause of the negative effects. To what exte,1,7.0,,302.0,0.6923076923076923
"Nowadays a lot of teenagers are inspired by famous people, even though they set a bad example to young generation with b",1,4.0,,254.0,0.7857142857142857
Nowadays animal experiments are widely used to develop new medicines and to test the safety of other products. Some peop,1,8.0,,270.0,0.3076923076923077
"Some people believe that celebrities have a positive effect on society, while others think that their effect os harmful ",1,2.5,,228.0,0.42857142857142855
"Some people believe that charity organisations should help people wherever they live, others think they should help peop",1,8.5,,344.0,0.42857142857142855
Some people believe that children should learn to paint or draw as a subject in their school curriculum. Others think th,1,6.5,,338.0,0.6
Some people believe that children that commit crimes should be punished others think that parents should be punished ins,1,6.5,,286.0,0.5714285714285714
Some people believe that children that commit crimes should be punished. Others think that the children’s parents should,1,5.5,,234.0,0.6428571428571429
