prompt_short,count
"Some people say that to prevent illness and disease, government should focus on more on reducing environmental pollution",1
"The increase in the production of consumer goods (food, clothing) results in damage to the natural environment. What is ",1
many university degree holders cannot find a job in their chosen profession. what factors may have caused this situation,1
In recent times economic growth has made some people richer in both developed and developing countries. While studies sh,1
People nowadays tends to have children at older age. Do the advantages of this outweigh the disadvantages?,1
Some people say that playing computer games is bad for children in every aspect. Other say that playing computer games c,1
Some people believe that climate change could have a negative effect on business. Other people argue that climate change,1
"The education of young people is highly prioritized in many countries. However,educating adults who cannot write or read",1
"Some people believe that studying at university or collage is the best route to a successful career, while others believ",1
"Nowadays more and more people want to get things done instantly (Services, information, tasks). Why is this? Do you thin",1
"Some people think the main purpose of schools is to turn the children into good citizens and workers, rather than benefi",1
in some countries more and more people are becoming interested in finding out about the history of the house or bulding ,1
"In some countries, more and more people are becoming interested in finding put about the history of the house or buildin",1
Many university graduates cannot find job in their chosen profession. what factors may have caused this situation and wh,1
The shortage of housing in big cities can cause severe consequences. Only governments actions can solve this problem. To,1
It is important for all towns and cities to have large public spaces like squares and parks. to what extent do you agree,1
People nowadays tend to have children at older ages Do the advantages outweighs the disadvantages,1
3. The only way to improve road safety is to give much stricter punishments on driving offenses. To what extent do you a,1
"some people believe that studying at university or college ist the best route to a succesful career, while others believ",1
Some people believe that purchasing imported agricultural products has a positive effect. Others thinks consuming domest,1
Some People Think That The Teenagers Should Be Required To Do Unpaid Work In Their Free Time To Help The Local Community,1
Many people use social media to keep in touch with other people and for news events. Do the advantages outweigh disadvan,1
People nowadays tends to have children at older ages. Do the advantage outweighs the disadvantages.,1
Scientists tell us some activities are good for health and others are bad. Despite knowing that millions of people conti,1
"Ins some countries, more and more people are becoming interested in finding out about the history of the house or buildi",1
today people are surrounded by advertising. This affects what people think is important and has a negative impact on peo,1
"Some people believe that staying at college or university is the best route to a successful career, while others believe",1
"Many people argue that in order to improve educational quality , high school students should encouraged to question and ",1
1) The best way to solve the world’s environmental problems is to increase the cost of fuel for cars and other vehicles.,1
Newspaper have an enormous influence on peoples opinion and ideas do you think it is a positive or negative situation?,1
"nowadays, more and more people decide to have children later in their life. What are the the reasons? Do advantages of t",1
"Some expert believe that when a country is already rich , any addional increase in economic wealth does not make its cit",1
in some countries. more and more people are becoming interested in finding out about the history of the house or buildin,1
"In some countries, more and more people are becoming interestedin finding out about the history of the house or the buil",1
"Some people believe that studying at university or college is the best rout to a successful career, while others believe",1
"As well as making money, businesses also have social responsibilities. To what extent do you agree or disagree ?",1
Some people think that robots are important for human's development. Other's think thta robots have negative effects on ,1
"Holding international games such as olympics is an exciting event. Some people think that it has positive effect, while ",1
3. Some people think it is one of the best ways to solve the environmental problems by increasing the cost of fuel for c,1
Some people believe that eventually all jobs will be done by artificial intelligent robots.What is your opinion?,1
Some people believe that teenagers should be required to d unpaid community work in their free time. this can benefit te,1
"As well as marking money, businesses also have social responsibilities. To what extent do you agree or disagree?",1
"In some countries, more and more people are becoming interested in finding out about the history of the houe or buidling",1
Some people think that the range of technology currently available is increasing the gap between rich and poor people. O,1
16.The increase in the production of consumer goods results in damage to the natural environment. What are the causes of,1
1. Many people believe that the current system of both teachers and students in the classroom will no longer exist by th,1
"Topic: as well as making money, businesses also have social responsibilities. To what extent do you agree or disagree?",1
"Many people believe that good planning is the key factor to success in life, while other believe that other factors like",1
"some people think that's robots are very important to human's future development,while are others think that they are da",1
"3. Some people think that employers should not care about the way their employees dress, because what matters is the qua",1
Some people think the best way to solve global environmental problems is to increase the cost of fuel. Do you agree or d,1
The typical teaching situation of a teacher and students in the class will not exist by the year 2050 To what extent do ,1
"#task2: Some people think that instead of preventing climate change, we need to find a way to live with it. To what exte",1
"Some people think that robots are very important to humans’ future development, but others think that they are dangerous",1
"Some People think that men museums should be enjoyable places to entertain Poople, while others belive that the purpose ",1
Some people believe that zoos have a positive impact on conservation efforts and education. Others argue that keeping an,1
Some people find advertisement amusing or annoying and they are not influenced by this when they shop. To what extend do,1
Some people say that governments should focus on reducing environ mental pollution and housing problems to help people p,1
The range of technology available to people is increasing the gap between the rich and the poor. Others thinks it has an,1
consumers are faced with increasing numbers of advertisements from competing companies. To what extent do you think are ,1
Some people think that robots are impotant for human's development. Other's think that robots have negative effects on s,1
Many children find it difficult to concentrate on or pay attention at school. What are the reasons? How can we solve thi,1
"More people decided to have children in their late age than in the past, why? Do the advantage of this outweigh the disa",1
SOME PEOPLE BELIEVE THAT PURCHADING OMPORTES ARGRICULTURAL PRODICTS HAS A POSITIVE EFFECT. Others think consuming domest,1
Some people believe that the range of technology available to individuals today is increasing the gap between rich peopl,1
"Nowadays celebrities are more famous for their glamour and wealth than for their achievements , and this sets a bad exam",1
Task 2: It is more important to spend public money on promoting a healthy lifestyle in order to prevent illness than to ,1
Some people believe that the range of technology available to individuals today is increasing to the gap between poor pe,1
4. Some people think that all teenagers should be required to do unpaid work in their free time to help the local commun,1
The best way to solve the world’s environmental problem is to increase the cost of fuel for cars and other vehicles. To ,1
Some people believe that eventually all jobs will be done by robots. To what extent do you agree or disagree?,1
People nowadays tend to have children at older age. Do the advantage outweigh the disadvantage,1
"In some countries, citizens are allowed to keep a gun in their home. Discuss both views and give your opinions",1
"some people believe that studing at university or college is the best route to a successful career, while others believe",1
"some people believe that studying at university or college is the best route to a suceesful career, while others believe",1
some people believe that technology has make our lives more convenient while others argue that it has negetive effects o,1
Some peole think that parents should read or tell stories to their children. Others think parents needn't do that as chi,1
some people use social media to keep in touch with other people and news events. Do you think that the advantages of thi,1
People nowadays tend to have children at older ages. Do the advantages to this outweigh the disadvantages,1
"◼️As well as making money, businesses also have social responsibilities. To what extent do you agree or disagree?",1
1.Directors of organizations receive higher salaries than the ordinary worker. Some people think it is neccesary while o,1
Many people use social media every day to keep in touch with other people and for news events. Do the advantages outweig,1
"Some people think news has no connection to people’s lives, so then it is a waste of time to read the news in the newspa",1
Human activities have negative effect on plants and animal species. Some people think it is too late to do anything abou,1
"in some countries, more and more people are becoming intrested in finding out about the history of th house or building ",1
"nowadays celebrities are more famous for their glamour and wealth than for their achievements, and this sets a bad examp",1
"In many countries, more and more people are leaving school and unable to find jobs after graduation. What problems do yo",1
People nowsday tend to have children in older age . Do the advantages outweigh the disadvantages.,1
Some people think that robots are important for the human's future. Others think that robots have negative effect on soc,1
"In todays world, people spend a lot of money on appearance because they want to look younger. Why does this happen? Do y",1
"When international media (including movies, fashion shows, advertisements and other TV programmes) convey the same messa",1
"Some people think that hosting an international sports event is good for the country, while some people think it is bad.",1
Group or team activities can teach more important skills for life than those activities which are done alone. Do you agr,1
"Which is more likely to lead to success as a sportperson ,mental toughness or natural strength? Discuss both views and g",1
Some people believe that the rage of technology available to individuals today is increasing the gap between rich people,1
"Nowadays, celebrities are more famous for their glamour and wealth than for their achievement and this sets a bad exampl",1
Some people think that art is an essential subject for children at school while other think it is a waste of time. discu,1
"In some countries, more and more people are becoming interested in ﬁnding out about the history of the house or building",1
It is common for people to travel long distances for work and study.Some argue that longer commute times negatively affe,1
Some people say that what children watch influence their behavior. Other believe the amount of time they spend on televi,1
"In many countries, people decide to have children at a later age than in the past. Why? Do advantages of this developmen",1
"Since money for postgraduate research is limited, some people think financial support from the government should be only",1
"Some people believe that stadying at university or collage is the best route to a successfull career, while others belie",1
Some people think that educated people are more valuable than people who have learned skills through experience. Do you ,1
"Some people say History is one the most important school subjects. Other people think that, in today’s world, subjects l",1
Some people believe that it is a good idea that older people continue to work if they can. Do you agree or disagree?,1
"Nowadays, more people move away from their friends and families for work. Do advantages outweigh the disadvantages?",1
Some people believe that advertisements have a useful function for TV viewers while others disagree. What is your opinio,1
"Some people believe that artificial intelligence and automation will eliminate many jobs, while others think they will c",1
"Many people used distance- learning programs to study at home, but some people think that it cannot bring the benefits a",1
Each country censors the media in one way or the other. What are the pros and cons of censorship in the media?,1
"Some school children make little, or no progress at school. They fail examinations and leave school with few job opportu",1
"as transport and accommodation problems are increasing in many cities, some governments are encouraging business to move",1
In many places women are taking jobs which are traditionally done by men. What do you think made these changes happen? W,1
"In some countries, more and more peaple are becoming interestedin finding out about the history of the house or building",1
"In some cities, people are choosing cars instead of bicycles, while in other riding bikes are replacing cars. why? what ",1
Some people like to have friends who agree with their views. Others like to have friends who have different views from t,1
Governments should focus their spending on public services rather than on the art (e.g. Music and painting). To what ext,1
Some people claim that there are more disadvantages of the car than its advantages. Do you agree or disagree? Discuss th,1
Topic: Some universities offer online courses as an alternative to classes delivered on campus. Do you think this is a p,1
Government spend a lot of money on education. More money should be spent on free time activities. To what extent do agre,1
Some people think that governments should support retired people financially while others believe they should take care ,1
It is important for all towns and cities to have large public spaces like squares and parks. To what extent do you agree,1
some people belive that eventually all jobs will be done by artificially intelligent robots. what is your opinion,1
"In recent years, ""responsible tourists"" have paid attention to preserving both cultures and environment of the places th",1
It is more important to spend public money on promoting a healthy lifesytle in order to prevent ilness than to spend it ,1
"Some people think the primary purpose of schools is to turn children into good citizens and workers, rather than to bene",1
"ou should spend about 40 minutes on this task. Some people think that instead of preventing climate change, we need to f",1
Some people think that museums should be enjoyable places to attract and entertain young people. Others think that the p,1
People nowadays tend to have children at older ages. Do the advantage of this outweigh the disadvantages?,1
"21.Nowadays, more and more jobs and tasks which involve hard physical work are done by machines. Do the positive effects",1
Historical objects should be bvrought back to the county of origin. To what extent do you agree or disagree.,1
"Nowadays, many people use social media every day to keep in touch with others and news events. Do you think the advantag",1
Some people believe that eventually all jobs will be done by artificially intelligent robots . What is your opinion?,1
some people think that museums should be enjoulyable places to entertain people. while pthers believe that the purpose o,1
"Many people argue that in order to improve educational quality, high School students are encouraged to make comments or ",1
Some people think that the teenagers should be required to do unpaid work in their free time to help the local community,1
Some people think that the modern communication technology is having a negative effect on a social relationships. To wha,1
"In some cities and towns all over the world, the high volium of traffic is a problem. What are the causes of this proble",1
Some people beleive that eventually all jobs will be done by artifical robots. What is your opinion?,1
People nowadays tend to have children at older ages. Do the advantages of this outweighs the disadvantages?,1
Some people think the best way to solve environmental problems is to increase the cost of fuel for cars and other vehicl,1
"Nowadays, celebrities are more famous for their glamour and wealth than for their achievements and this sets a bad examp",1
Film stars and celebrities often share their views on public matters that have little to do with their profession. Is th,1
18.Education of young people is highly prioritized in many countries. However educating adults who cannot write or read ,1
"The education of young people is highly prioritized in many countries. However, teaching adults who cannot read or write",1
Solving environmental problems should be the responsibility of one international organization rather than the responsibi,1
‘Most high level jobs are done by men. Should the government encourage a certain percentage of these jobs to be reserved,1
People think that government should increase the cost of fuel for cars and others vehicles to solve environmental proble,1
Some people think governments should focus on reducing environmental pollution and housing problem to help people preven,1
"Some people believe that time spent on television, video and computer game can be beneficial to children. Others believe",1
Some people believe that universities students should specialise in a particular subject while others believe that they ,1
"In the future, people many no longer be able to pay for things in shops using card all payments may have to be made by c",1
It has been believed that people who read for pleasure have developed imagination and good language skills than those wh,1
Do you agree that the economic progress is the only factor that can be used to measure a country's success?,1
Some people argue that we should do research into their family history. Others agree with the view that we should focus ,1
"Some people think that parents should teach children how to be good members of the society. Others, however, believe tha",1
"At the present time, the population of some countries includes a relatively large number of young adults, compared with ",1
Health care should not be provided for free regardless of a person’s income. The health of a person is in their own hand,1
"In the future, nobody will buy printed newspapers of books because they will be able to read everything they want online",1
It is the job of governments and companies is to deal with the huge environmental problems which we face. Individuals on,1
"Some people think that having a set retirement age (eg. 65 years) for everybody, regardless of occupation, is unfair. Th",1
Today many people put their personal and private information online (address phone number and credit card number) to fac,1
"Some people believe that to reduce the amount of time, people spend commuting (traveling to work), parks and gardens clo",1
Many people nowadays tend to marry and have children in their thirties rather than at a younger age. Is this a positive ,1
To what Employers should give their workers at least one-month holiday a year as it makes them do better at extent do yo,1
"In order to be informed, a person must get information from many different news resources. To what extent do you agree o",1
"Being a celebrity, such as a famous film star or sports personality, brings problems as well as benefits. Do you think t",1
There is an increasing trend around the world of married couples deciding not to have children. Discuss the advantages a,1
"Some people say that when deciding how taxes are spent, government should prioritize health care. Others think that ther",1
"Some people believe that unpaid community service should be a compulsory part of high school programmes (for example, wo",1
"Some people think it is more effective for students to study in groups, while others believe that it is better for them ",1
"Nowadays, online shopping becomes more popular than in-store shopping. Discuss the positive and negative aspects of onli",1
"Many people welcome the opening of shopping areas near their homes. On the other hand , some people are strongly opposed",1
"In spite of advances made in agriculture, many people around the world still go hungry. Why is this the case? What can b",1
People nowadays tends to have children at older ages Do the advantage of this outweighs the disadvantage,1
Human activities have negative effect on plant and animal species. Some people think it is too late to do anything about,1
Do you agree or disagree with the following statement? Reading fiction (such as novels and short stories) is more enjoya,1
"In many countries, the government prioritises economic growth above all other concerns. Discuss the advantages and disad",1
"In some countries, many people suffer from health problems due to eating too much fast food. It is, therefore, necessary",1
Multinational companies are becoming increasingly common in developing countries. What are the advantages and disadvanta,1
Successful sports professionals can earn a great deal more money than people in the other important professions. Some pe,1
"An increasing number of schools provide tablets and laptop computers for students to use in school, replacing books and ",1
"In some countries, more and more people are becoming interested in finding out about the history of the house or bulidin",1
More people decided to have children in their later age than in the past. Why? Do the advantages of this outweigh the di,1
Some scientists think that there are intelligent life forms on other planets and messages should be sent to contact them,1
Some people believe that eventually all jobs will be done by artificial intelligence (AI) robots. What is your opinion?,1
Some people believe that teenager should be required to do unpaid community work in their free time . This can benefit t,1
.Some people say that governments should focus on reducing environmental pollution and housing problems to help people p,1
“Some believe that people are naturally born leaders while others feel that leadership skills can develop. Discuss both ,1
the education of young people is highly prioritized in many countries. However teaching adults who cannot write or read ,1
Writing task 2: More people than ever travel other countries? Why is this the case? Is this a positive or negative devel,1
Some people think that art is an essential subject for children at school while others think that it’s a waste of time. ,1
"Interviews from the basic selection criteria for most large companies. However, some people think that an interview is n",1
"«In some countries, more and more people are becoming interested in finding out about the history of the house or buildi",1
Some people believe that studying at university or collage is the best route to a successful career. While others believ,1
The best way to teach children to cooperate is through team spots at school .To what extend do you agree or disagree?,1
"Men and women are different in terms of their characteristics and abilities . For this reason , their jobs are better do",1
"23.Some people think that the government should provide assistance to all kinds of artists including painters, musicians",1
some people think increasing the cost of fuel is the best way to solve global environmental problems. To what extent do ,1
"Some people believe that studying at university or college is the best route to a successful career is, while others bel",1
Some people think teenagers should be required to do unpaid community work in their free time. They believe this would b,1
"In some parts of the world, it is increasingly popular to research the history of one's own family. Why do people want t",1
"In some countries, more and more people are becoming interested in finding out about the history of the house or buiding",1
Nowadays in many countries most shops and products are the same. Some people feel this is a positive development. While ,1
"Men and women are different in terms of their characteristics and abilities. For this reasons, some jobs are better done",1
Some people belive that eventually all jobs will be done by artificial intelligence robots. What is your opinion?,1
"In some cities and towns all over the world , the high volume of traffic is a problem. What are the causes of this and w",1
People nowadays tends to have children at older ages. Does the advantages outweighs the disadvantages?,1
"Some people believe that studying at university or college is the best route to a sucessful career, while others believe",1
Some human activities have negative effects on plant and animal species. Some people think it is too late to do anything,1
"In some countries, more and more people are becoming intrested in finding out about the history of the house or building",1
Children find it difficult to concentrate on or pay attention to their study in school. What are the reasons? How can we,1
Some people think that it is a waste of money for countries to host big sporting events like the world cup and that the ,1
Newspapers have become an enormous influence on people’s ideas and opinions. Why is this the case? Is it a desirable or ,1
"Many young people spend a lot of time on computers, making them less active. What are the reasons? What are some solutio",1
"The use of phones, tablets, and other devices while walking in public places has been a concern for many commentors. Wha",1
"As populations continue to grow, places of natural beauty in cities and around are being used for construction of new ho",1
Some experts believe that it is better for children to begin learning a foreign language at primary school rather than s,1
Some people say that the best way to reduce crime rate is to increase the number of police on the streets. To what exten,1
"Smoking is a major cause of serious illness and death throughout the world today. In the interest of public health, gove",1
"In their advertising, businesses nowadays usually emphasise that their products are new in some way. Why is this? Do you",1
Each country has its own charity organizations. Sometimes people think that those organizations should only offer help t,1
"Leisure is a growing industry. Nowadays, more modern technology is used in entertainment, which may lead people to be le",1
"Some people think history has little or nothing to offer, while others say the study of the past helps us understand the",1
Some people say a person’s success in adult life is the result of the way they were brought up as a child by their paren,1
"Many offenders commit more crimes after serving their first punishment. Why is this happening, and what measures can be ",1
"Some people believe that social media sites, such as Facebook or Twitter, have a negative impact on young people and the",1
"Nowadays, people believe that governments should invest taxpayers’ money in healthcare, while others believe that money ",1
More and more companies allow their employees to work from home or “remotely” rather than going into an office each day.,1
"In the future all cars, buses and trucks will be driverless. The only people travelling inside these vehicles will be pa",1
Some people think that the modern communication tech nology is having a negative effect on social relationships. To what,1
Some people think that the government is wasting money on the arts and that this money this money could be better spent ,1
"In many countries people have to pay for medical care, but some think that it should be a free service provided by the g",1
Some people think that traditional games are better than modern games in helping children develop their abilities. To wh,1
"Some people believe that development in technology has brought various environmental problems. Others, however, believe ",1
"In many countries, the quality of life in large cities is becoming worse/ What do you think are the causes of this probl",1
"Some people say that in all levels of education, from primary schools to universities, too much time is spent on learnin",1
"Living in a country where you have to speak a foreign language can cause serious social problems, as well practical prog",1
People nowadays tend to have children at older ages.. Do the advantages of this outweigh the disadvantages,1
Some people believe that eventually all jobs will be done by artificially intelligent robots. what is your opinion on th,1
​​The best way to teach children to cooperate is through team sports at school. To what extent do you agree or disagree?,1
Some people say that playing computer games is bad for children in every aspect. Others say playing computer games can h,1
". Nowadays, more and more people decide to have children at a later age. What do you think are the major reasons for thi",1
"Some people think that robots are very important for human future development. Others, however, think that robots are da",1
"Because of traffic and housing problems in the cities, the government encourages business to move to the rural area. Do ",1
Some people believe that governments should ban dangerous sports. Others claim that they should have the freedom to choo,1
children find it difficult to concentrate on or pay attention to school. what are the reasons.? how can we solve this pr,1
You should spend about 40 minutes on this task. The typical teaching situation of a teacher and students in the class wi,1
"Some people think that the government should provide assistance to all kinds of artist including painters, musicians and",1
"In many countries today, parents are able to choose to send their children to single sex schools or co-educational schoo",1
Some people think that teenagers should be required to do unpaid community work in their free time. they believe that th,1
"as well as making money, businesses also have social responsibilities. to what extend do you agree or disagree?",1
"Nowadays celebrities are more famous their glamour and wealth than their achievements, and this sets a bad example to yo",1
"some people believe that time spent on televison, video and computer games can be valuavle for chidren. Others believe t",1
some people think that children should study in school the subject of science of food and how to prepare it properly. Ot,1
In some countries celebrities complain about the way media publicise their private live. Some people say that they shoul,1
"In some countries, more and more people are becoming interested in finding out about the history of the hoise or buildin",1
"29.In recent years, “responsible tourists” have paid attention to preserving both culture and environment of the places ",1
People nowadays tend to have children at older ages. Do the advantages of this outweigh the disadvantages advantages .,1
Money offered for postgraduate research is limited; as a consequence some people argue that financial support from the g,1
Some people believe that the range of technology available to individual today is increasing the gap between poor and ri,1
The world has many towns and cities constructed in previous centuries that were more suitable for and livable for people,1
Most high level jobs done by men.should the government encourage a certain percentage of these jobs to be reserved for w,1
. Government spends a lot of money on education. More money should be spent on free time activities. To what extent do a,1
Advertisements are becoming more and more common in everyday life. Do you think it is a positive or negative development,1
"Accommodation and transport problems are increasing in many large cities, and as a solution, businesses are being encour",1
Many people believe that the priority of government should be to ensure a growing economy. While others believe that the,1
"Some people believe that they should be able to keep all the money they earn ,and should not have to pay tax to the stat",1
Some children nowadays take sports seriously while others play sports in their free time. Is it positive or negative dev,1
Some people believe that scientists have more influence over the world whereas others argue that politicians have more i,1
Some people think that one of the best solution to solve environmental problems is to increase the cost of fuels for car,1
"studies show that many criminals have a low level of education. For this reason, some people believe that the best way t",1
"Interview form the basic selection criteria for most large companies. However, some people think that an interview is no",1
The typical teaching situation of a teacher and students in the class will not exist by the year 2050. TO WHAT EXTENT DO,1
Task 2: Some believe that younger family members should be legally responsible for supporting older family members when ,1
Some people believe that one of the best ways to solve environmental problems is to increase the cost of fuel for cars a,1
"Some people say that the best way to improve public health is by increasing number of facilities,others, however say tha",1
"In many countries today, parents are able to choose to send their children to single sex or co-educational schools. Some",1
"In an era of globalisation, some people think that studying abroad is the best way to attain a well-paid job, while othe",1
The crime rate nowadays is decreasing compared to the past due to advanced technology which can prevent and solve crime.,1
"Nowadays, when popular consumer products sell well, it is not because of societal requirements but because of adversitin",1
"In today’s job market it is far more important to have practical skills than theoretical knowledge. In the future, job a",1
Some people believe that it is appropriate for children to learn a foreign language in primary school. Does the advantag,1
Successful companies use advertisements to make more sales. What can make an advertisement effective? Do you think adver,1
In some countries there are more young people choosing to enroll in work-based training instead of attending university.,1
You don’t need a teacher to learn English. All you need are a dictionary and a grammar book. Do you agree with this? If ,1
Some people believe that long-term job seekers who receive government benefits should be required to do voluntary work. ,1
"Computers are being used more and more in education. Some people say this is a positive trend, while others argue that i",1
"Some people who have been in prison become good citizens later, and it is often argued that these are the best people to",1
"It is important for people to take risks, both in professional lives and their personal lives. Do you think the advantag",1
Today many teenagers rely greatly on technology when learning. Is this a positive or negative development?,1
"Buying things on the Internet, such as books, air tickets, and groceries, is becoming more and more popular. Do the adva",1
Some people think that violent films and video games have negative effects on people and should be banned. Others think ,1
"Some people focus on national news, while others think it is more important to be aware of international news. Discuss b",1
Some people believe that teenagers should require doing unpaid community work in their free time. This can benefit teena,1
"In some cities and towns all over the world, the high volume of traffic is a problem. What are the cause of this and wha",1
It is important for all towns and cities to have large outdoor public spaces such as squares and parks . Do you agree or,1
People nowadays tend to have children at older age. Do the advantages of this outweigh the disadvantages,1
Some employers believe that job applicants' social skills are more important than their academic qualifications.,1
Some people say that the is by increasing the number of sports facilities. Other say that this would have little effect ,1
"In some countries, boys and girls are educated separately after the age of about ten years old. Discuss this view and gi",1
"In many countries, women are allowed to take maternity leave from their jobs during the first year after the birth of th",1
"In some countries, more and more people are becoming interested in findig out about the history of the house or building",1
17 Many people use social media every day to get in touch with other people and obtain the news. Do you think the advant,1
Many young people today change their jobs or careers every few years. Do you think this has more advantages than disadva,1
Some people believe that eventually all jobs will be done by AI robots. What is your opinion?,1
People nowadays tend to have children at older ages. Do the advantages outweigh the disadvantages.,1
The increase in the production of consumer goods result in damage to the natural environment. What are the causes of thi,1
Studies show that criminals get a low level of education. Some people believe that the best way to reduce crime is educa,1
"Some people think that museums should be enjoyable places to attract and entertain young people , while others think tha",1
".Some people think that robots are very important for humans' future development. Others, however, think that robots are",1
Some people think that it is better for older schoolchildren to study a large number of subjects and develop a wide rang,1
"Some people believe that studying at university or college is the best route to the succesful career, while others belie",1
"In many countries, the governments likes to spend more money on the arts. Some people agree with this. However, others t",1
Some school leavers travel or work for a period of time instead of going directly to university. what are the advantages,1
"43.In some countries, more and more people are becoming interested in finding out about the history of the house or buil",1
People nowadays tend to have children at older ages Do the advantages of this outweighs the disadvantages?,1
Interviews from the basic selecting criteria for most large companies. However some people think that interview not a re,1
The world has many towns and cites constructed in previous centuries that were more suitable and livable for people in t,1
Some people think that secondary school children should study international news as one of the school subjects. Others t,1
Some school leavers travel or work for a period of time instead of going directly to the university.What are the advanta,1
Some people believe that people should make efforts to fight climate change while others think that it is better to lear,1
Many university graduates cannot find a job in their chosen profession What factors may have caused this situation and w,1
19.Many people use social media every day to get in touch with others and news events. Do you think the advantages of th,1
some people say that what children watch influences their bhavior . Other believe that amount of time they spend on tele,1
Some people believe that studying at university or college is the best route to a successfull career while others believ,1
most people decided to have children at a later age than in the past.why?. do the advantages of this outweigh its disadv,1
More people decided to have children in their later age than in the past. Why? Do advantages of this outweigh the disadv,1
n some countries more and more people are becoming interested in finding out bout the history of the house or building t,1
"Some people say that the increasing business and cultural contact between countries is a positive development, while oth",1
"Nowadays celebrities are more famous for their glamour and wealth than their achievements, and this sets a bad example t",1
"Some people think the news has no connection to people’s lives, so it is a waste of t ime to read the news in the newspa",1
"In some cpuntries, more and more people are becoming interested in finding out about this history of the house or buildi",1
67.Some people say that governments should focus on reducing environmental pollution and housing problems to help people,1
In recent years some countries have experienced very rapid economic development. This has resulted in much higher standa,1
"In many countries, crime rates are increasing. What are the reasons for this trend, and how can governments address this",1
People sleep less than they used to in the past. What do you think is the reason behind this? What are the effects on th,1
Some people believe that teenagers should be required To do unpaid community Work in their free time. This can benefit t,1
SOME PEOPLE USE SOCIAL MEDIA TO KEEP IN TOUCH WITH OTHER PEOPLE AND NEWS EVENT. DO YOU THINK THE ADVANTAGES OF THIS TECH,1
"In some countries , government likes to spend more money to spent money on art. Some people agree with this. However, ot",1
Education of young people is a highly prioritized in many countries. However educating adults who cannot write or read i,1
Consumers are faced with an increasing number of advertisements from competing companies. To what extent do you think ar,1
"Too much emphasis is placed on testing these days, which puts pressure on teachers and students. Do you agree or disagre",1
"Students learn far more with their teachers than other sources (internet or television), To what extent do you agree or ",1
"Somepeople are ofthe opinion that ther should be a car free day once every month,there will be only public transport for",1
"Some people say that art (e.g. painting, music, poetry) can be made by everyone whereas others believe that it can be on",1
Nowadays it's possible for people to buy many products or pay for treatments that help them to look younger. Is this a g,1
Some employers reward members of staff for their exceptional contributions to the company by giving them extra money. Th,1
"The users of social media, such as Facebook, Twitter, are replacing face-to-face contact in this century. Do you think t",1
"With the increase in computer use, many people feel that schools do not need to put the emphasis that they used to on ba",1
"Some people believe that homework should not be given to school children. Others, however, say that homework is an impor",1
"In many countries, people are spending more hours at their workplace. Why is that? Is that anegative and positive develo",1
"the main source for many countries. However, some nations are using alternative energy such as solar power and wind powe",1
Internet technology means people do not need to travel to foreign countries to understand how others live. To what exten,1
Nowadays in many countries more and more people are spending their time away from their families. Why is this? What are ,1
It must be a woman who stays at home to care for children. Men are not suited to this kind of work. To what extent do yo,1
"People often think about creating an ideal society, but most of the times fail in making this happen. What is your opini",1
"We are becoming increasingly dependent on computers. They are used in business, hospitals, crime detection and even to f",1
People nowsday tends to have children at older ages. Do the advantages of this outweigh the disadvantages.,1
"some people believe that to prevent illness and disease, governments should focus more on reducing environmental polluti",1
One of the consequences of improved technology is that many jobs that used to be done by people can know be completed by,1
"Some people think watching TV is bad to children in every way. Others think TV has positive effect on children, as they ",1
"some people think that robots are very important to humans future development, while others think that they are dangerou",1
"If a product is good or it meets people's needs, people will buy it so advertising is unnecessary and no more than enter",1
"In many countries, people do not recycle their rubbish as much as they could. Why do you think this is? What can be done",1
"As well as making money, business should also have social responsibilities. Do you agree or disagree",1
